,STAG,Ländergruppierungen,Value
4756,1967-09-30,Europa,1577757
4757,1968-09-30,Europa,1702141
4758,1969-09-30,Europa,2157590
4759,1970-09-30,Europa,2723802
4760,1971-09-30,Europa,3144223
4761,1972-09-30,Europa,3158841
4762,1973-09-30,Europa,3625146
4763,1974-09-30,Europa,3761133
4764,1975-09-30,Europa,3711334
4765,1976-09-30,Europa,3565016
4766,1977-09-30,Europa,3555437
4767,1978-09-30,Europa,3541710
4768,1979-09-30,Europa,3691054
4769,1980-09-30,Europa,3955309
4770,1981-09-30,Europa,4093389
4771,1982-09-30,Europa,4107665
4772,1983-09-30,Europa,3988235
4773,1984-09-30,Europa,3811161
4774,1985-12-31,Europa,3763838
4775,1986-12-31,Europa,3824329
4776,1987-12-31,Europa,3926524
4777,1988-12-31,Europa,3846512
4778,1989-12-31,Europa,4103108
4779,1990-12-31,Europa,4455057
4780,1991-12-31,Europa,4856371
4781,1992-12-31,Europa,5361861
4782,1993-12-31,Europa,5678283
4783,1994-12-31,Europa,5780019
4784,1995-12-31,Europa,5920187
4785,1996-12-31,Europa,6003831
4786,1997-12-31,Europa,6004599
4787,1998-12-31,Europa,5938558
4788,1999-12-31,Europa,5930236
4789,2000-12-31,Europa,5857709
4790,2001-12-31,Europa,5834608
4791,2002-12-31,Europa,5816583
4792,2003-12-31,Europa,5800117
4793,2004-12-31,Europa,5340008
4794,2005-12-31,Europa,5374833
4795,2006-12-31,Europa,5374746
4796,2007-12-31,Europa,5376248
4797,2008-12-31,Europa,5362318
4798,2009-12-31,Europa,5327406
4799,2010-12-31,Europa,5374592
4800,2011-12-31,Europa,5509146
4801,2012-12-31,Europa,5726902
4802,2013-12-31,Europa,6051796
4803,2014-12-31,Europa,6394914
4804,2015-12-31,Europa,6831428
4805,2016-12-31,Europa,7073980
4806,2017-12-31,Europa,7507310
4807,2018-12-31,Europa,7636615
4808,2019-12-31,Europa,7789825
4809,2020-12-31,Europa,7928675
4810,2021-12-31,Europa,8099555
4811,2022-12-31,Europa,9322075
4812,2023-12-31,Europa,9581895
4813,2024-12-31,Europa,9620470
4814,1967-09-30,EU-27 (seit 01.02.2020),0
4815,1968-09-30,EU-27 (seit 01.02.2020),0
4816,1969-09-30,EU-27 (seit 01.02.2020),0
4817,1970-09-30,EU-27 (seit 01.02.2020),0
4818,1971-09-30,EU-27 (seit 01.02.2020),0
4819,1972-09-30,EU-27 (seit 01.02.2020),0
4820,1973-09-30,EU-27 (seit 01.02.2020),0
4821,1974-09-30,EU-27 (seit 01.02.2020),0
4822,1975-09-30,EU-27 (seit 01.02.2020),0
4823,1976-09-30,EU-27 (seit 01.02.2020),0
4824,1977-09-30,EU-27 (seit 01.02.2020),0
4825,1978-09-30,EU-27 (seit 01.02.2020),0
4826,1979-09-30,EU-27 (seit 01.02.2020),0
4827,1980-09-30,EU-27 (seit 01.02.2020),0
4828,1981-09-30,EU-27 (seit 01.02.2020),0
4829,1982-09-30,EU-27 (seit 01.02.2020),0
4830,1983-09-30,EU-27 (seit 01.02.2020),0
4831,1984-09-30,EU-27 (seit 01.02.2020),0
4832,1985-12-31,EU-27 (seit 01.02.2020),0
4833,1986-12-31,EU-27 (seit 01.02.2020),0
4834,1987-12-31,EU-27 (seit 01.02.2020),0
4835,1988-12-31,EU-27 (seit 01.02.2020),0
4836,1989-12-31,EU-27 (seit 01.02.2020),0
4837,1990-12-31,EU-27 (seit 01.02.2020),0
4838,1991-12-31,EU-27 (seit 01.02.2020),0
4839,1992-12-31,EU-27 (seit 01.02.2020),0
4840,1993-12-31,EU-27 (seit 01.02.2020),0
4841,1994-12-31,EU-27 (seit 01.02.2020),0
4842,1995-12-31,EU-27 (seit 01.02.2020),0
4843,1996-12-31,EU-27 (seit 01.02.2020),0
4844,1997-12-31,EU-27 (seit 01.02.2020),0
4845,1998-12-31,EU-27 (seit 01.02.2020),0
4846,1999-12-31,EU-27 (seit 01.02.2020),0
4847,2000-12-31,EU-27 (seit 01.02.2020),0
4848,2001-12-31,EU-27 (seit 01.02.2020),0
4849,2002-12-31,EU-27 (seit 01.02.2020),0
4850,2003-12-31,EU-27 (seit 01.02.2020),0
4851,2004-12-31,EU-27 (seit 01.02.2020),0
4852,2005-12-31,EU-27 (seit 01.02.2020),0
4853,2006-12-31,EU-27 (seit 01.02.2020),0
4854,2007-12-31,EU-27 (seit 01.02.2020),0
4855,2008-12-31,EU-27 (seit 01.02.2020),0
4856,2009-12-31,EU-27 (seit 01.02.2020),0
4857,2010-12-31,EU-27 (seit 01.02.2020),0
4858,2011-12-31,EU-27 (seit 01.02.2020),0
4859,2012-12-31,EU-27 (seit 01.02.2020),0
4860,2013-12-31,EU-27 (seit 01.02.2020),0
4861,2014-12-31,EU-27 (seit 01.02.2020),0
4862,2015-12-31,EU-27 (seit 01.02.2020),0
4863,2016-12-31,EU-27 (seit 01.02.2020),0
4864,2017-12-31,EU-27 (seit 01.02.2020),0
4865,2018-12-31,EU-27 (seit 01.02.2020),4683600
4866,2019-12-31,EU-27 (seit 01.02.2020),4789130
4867,2020-12-31,EU-27 (seit 01.02.2020),4895905
4868,2021-12-31,EU-27 (seit 01.02.2020),4985490
4869,2022-12-31,EU-27 (seit 01.02.2020),5064515
4870,2023-12-31,EU-27 (seit 01.02.2020),5113875
4871,2024-12-31,EU-27 (seit 01.02.2020),5051225
4872,1967-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4873,1968-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4874,1969-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4875,1970-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4876,1971-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4877,1972-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4878,1973-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4879,1974-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4880,1975-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4881,1976-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4882,1977-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4883,1978-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4884,1979-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4885,1980-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4886,1981-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4887,1982-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4888,1983-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4889,1984-09-30,Drittstaaten zu EU-27 (seit 01.02.2020),0
4890,1985-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4891,1986-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4892,1987-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4893,1988-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4894,1989-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4895,1990-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4896,1991-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4897,1992-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4898,1993-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4899,1994-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4900,1995-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4901,1996-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4902,1997-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4903,1998-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4904,1999-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4905,2000-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4906,2001-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4907,2002-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4908,2003-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4909,2004-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4910,2005-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4911,2006-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4912,2007-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4913,2008-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4914,2009-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4915,2010-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4916,2011-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4917,2012-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4918,2013-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4919,2014-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4920,2015-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4921,2016-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4922,2017-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),0
4923,2018-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),6231855
4924,2019-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),6439170
4925,2020-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),6536555
4926,2021-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),6832300
4927,2022-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),8319395
4928,2023-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),8781990
4929,2024-12-31,Drittstaaten zu EU-27 (seit 01.02.2020),9010415
4930,1967-09-30,EU-28 (bis 31.01.2020),0
4931,1968-09-30,EU-28 (bis 31.01.2020),0
4932,1969-09-30,EU-28 (bis 31.01.2020),0
4933,1970-09-30,EU-28 (bis 31.01.2020),0
4934,1971-09-30,EU-28 (bis 31.01.2020),0
4935,1972-09-30,EU-28 (bis 31.01.2020),0
4936,1973-09-30,EU-28 (bis 31.01.2020),0
4937,1974-09-30,EU-28 (bis 31.01.2020),0
4938,1975-09-30,EU-28 (bis 31.01.2020),0
4939,1976-09-30,EU-28 (bis 31.01.2020),0
4940,1977-09-30,EU-28 (bis 31.01.2020),0
4941,1978-09-30,EU-28 (bis 31.01.2020),0
4942,1979-09-30,EU-28 (bis 31.01.2020),0
4943,1980-09-30,EU-28 (bis 31.01.2020),0
4944,1981-09-30,EU-28 (bis 31.01.2020),0
4945,1982-09-30,EU-28 (bis 31.01.2020),0
4946,1983-09-30,EU-28 (bis 31.01.2020),0
4947,1984-09-30,EU-28 (bis 31.01.2020),0
4948,1985-12-31,EU-28 (bis 31.01.2020),0
4949,1986-12-31,EU-28 (bis 31.01.2020),0
4950,1987-12-31,EU-28 (bis 31.01.2020),0
4951,1988-12-31,EU-28 (bis 31.01.2020),0
4952,1989-12-31,EU-28 (bis 31.01.2020),0
4953,1990-12-31,EU-28 (bis 31.01.2020),0
4954,1991-12-31,EU-28 (bis 31.01.2020),2202911
4955,1992-12-31,EU-28 (bis 31.01.2020),2445678
4956,1993-12-31,EU-28 (bis 31.01.2020),2532821
4957,1994-12-31,EU-28 (bis 31.01.2020),2539285
4958,1995-12-31,EU-28 (bis 31.01.2020),2568236
4959,1996-12-31,EU-28 (bis 31.01.2020),2606882
4960,1997-12-31,EU-28 (bis 31.01.2020),2612771
4961,1998-12-31,EU-28 (bis 31.01.2020),2612382
4962,1999-12-31,EU-28 (bis 31.01.2020),2633101
4963,2000-12-31,EU-28 (bis 31.01.2020),2671119
4964,2001-12-31,EU-28 (bis 31.01.2020),2693912
4965,2002-12-31,EU-28 (bis 31.01.2020),2708736
4966,2003-12-31,EU-28 (bis 31.01.2020),2716964
4967,2004-12-31,EU-28 (bis 31.01.2020),2449714
4968,2005-12-31,EU-28 (bis 31.01.2020),2485770
4969,2006-12-31,EU-28 (bis 31.01.2020),2523281
4970,2007-12-31,EU-28 (bis 31.01.2020),2562543
4971,2008-12-31,EU-28 (bis 31.01.2020),2584515
4972,2009-12-31,EU-28 (bis 31.01.2020),2589130
4973,2010-12-31,EU-28 (bis 31.01.2020),2663529
4974,2011-12-31,EU-28 (bis 31.01.2020),2822204
4975,2012-12-31,EU-28 (bis 31.01.2020),3050411
4976,2013-12-31,EU-28 (bis 31.01.2020),3366504
4977,2014-12-31,EU-28 (bis 31.01.2020),3672394
4978,2015-12-31,EU-28 (bis 31.01.2020),4013179
4979,2016-12-31,EU-28 (bis 31.01.2020),4279770
4980,2017-12-31,EU-28 (bis 31.01.2020),4701290
4981,2018-12-31,EU-28 (bis 31.01.2020),4789755
4982,2019-12-31,EU-28 (bis 31.01.2020),4882495
4983,2020-12-31,EU-28 (bis 31.01.2020),4987280
4984,2021-12-31,EU-28 (bis 31.01.2020),5070430
4985,2022-12-31,EU-28 (bis 31.01.2020),5149120
4986,2023-12-31,EU-28 (bis 31.01.2020),5197760
4987,2024-12-31,EU-28 (bis 31.01.2020),5131570
4988,1967-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4989,1968-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4990,1969-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4991,1970-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4992,1971-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4993,1972-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4994,1973-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4995,1974-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4996,1975-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4997,1976-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4998,1977-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
4999,1978-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5000,1979-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5001,1980-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5002,1981-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5003,1982-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5004,1983-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5005,1984-09-30,Drittstaaten zu EU-28 (bis 31.01.2020),0
5006,1985-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),0
5007,1986-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),0
5008,1987-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),0
5009,1988-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),0
5010,1989-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),0
5011,1990-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),0
5012,1991-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),3679356
5013,1992-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4050114
5014,1993-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4345296
5015,1994-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4451225
5016,1995-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4605630
5017,1996-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4707164
5018,1997-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4753062
5019,1998-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4707211
5020,1999-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4710490
5021,2000-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4625698
5022,2001-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4624716
5023,2002-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4626856
5024,2003-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4617801
5025,2004-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4267401
5026,2005-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4270040
5027,2006-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4227723
5028,2007-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4182336
5029,2008-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4143103
5030,2009-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4105646
5031,2010-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4090092
5032,2011-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4108692
5033,2012-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4163297
5034,2013-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4267124
5035,2014-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),4480574
5036,2015-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),5094714
5037,2016-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),5759310
5038,2017-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),5922650
5039,2018-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),6125700
5040,2019-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),6345805
5041,2020-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),6445180
5042,2021-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),6747355
5043,2022-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),8234790
5044,2023-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),8698105
5045,2024-12-31,Drittstaaten zu EU-28 (bis 31.01.2020),8930070
5046,1967-09-30,EU-27 (bis 30.06.2013),0
5047,1968-09-30,EU-27 (bis 30.06.2013),0
5048,1969-09-30,EU-27 (bis 30.06.2013),0
5049,1970-09-30,EU-27 (bis 30.06.2013),0
5050,1971-09-30,EU-27 (bis 30.06.2013),0
5051,1972-09-30,EU-27 (bis 30.06.2013),0
5052,1973-09-30,EU-27 (bis 30.06.2013),0
5053,1974-09-30,EU-27 (bis 30.06.2013),0
5054,1975-09-30,EU-27 (bis 30.06.2013),0
5055,1976-09-30,EU-27 (bis 30.06.2013),0
5056,1977-09-30,EU-27 (bis 30.06.2013),0
5057,1978-09-30,EU-27 (bis 30.06.2013),0
5058,1979-09-30,EU-27 (bis 30.06.2013),0
5059,1980-09-30,EU-27 (bis 30.06.2013),0
5060,1981-09-30,EU-27 (bis 30.06.2013),0
5061,1982-09-30,EU-27 (bis 30.06.2013),0
5062,1983-09-30,EU-27 (bis 30.06.2013),0
5063,1984-09-30,EU-27 (bis 30.06.2013),0
5064,1985-12-31,EU-27 (bis 30.06.2013),0
5065,1986-12-31,EU-27 (bis 30.06.2013),0
5066,1987-12-31,EU-27 (bis 30.06.2013),0
5067,1988-12-31,EU-27 (bis 30.06.2013),0
5068,1989-12-31,EU-27 (bis 30.06.2013),0
5069,1990-12-31,EU-27 (bis 30.06.2013),0
5070,1991-12-31,EU-27 (bis 30.06.2013),2202911
5071,1992-12-31,EU-27 (bis 30.06.2013),2363162
5072,1993-12-31,EU-27 (bis 30.06.2013),2379675
5073,1994-12-31,EU-27 (bis 30.06.2013),2363034
5074,1995-12-31,EU-27 (bis 30.06.2013),2383114
5075,1996-12-31,EU-27 (bis 30.06.2013),2404959
5076,1997-12-31,EU-27 (bis 30.06.2013),2406217
5077,1998-12-31,EU-27 (bis 30.06.2013),2403473
5078,1999-12-31,EU-27 (bis 30.06.2013),2419147
5079,2000-12-31,EU-27 (bis 30.06.2013),2454292
5080,2001-12-31,EU-27 (bis 30.06.2013),2470093
5081,2002-12-31,EU-27 (bis 30.06.2013),2477749
5082,2003-12-31,EU-27 (bis 30.06.2013),2480394
5083,2004-12-31,EU-27 (bis 30.06.2013),2220542
5084,2005-12-31,EU-27 (bis 30.06.2013),2256844
5085,2006-12-31,EU-27 (bis 30.06.2013),2295771
5086,2007-12-31,EU-27 (bis 30.06.2013),2337234
5087,2008-12-31,EU-27 (bis 30.06.2013),2361459
5088,2009-12-31,EU-27 (bis 30.06.2013),2367908
5089,2010-12-31,EU-27 (bis 30.06.2013),2443330
5090,2011-12-31,EU-27 (bis 30.06.2013),2599190
5091,2012-12-31,EU-27 (bis 30.06.2013),2825440
5092,2013-12-31,EU-27 (bis 30.06.2013),3125961
5093,2014-12-31,EU-27 (bis 30.06.2013),3409047
5094,2015-12-31,EU-27 (bis 30.06.2013),3715284
5095,2016-12-31,EU-27 (bis 30.06.2013),3947165
5096,2017-12-31,EU-27 (bis 30.06.2013),4333390
5097,2018-12-31,EU-27 (bis 30.06.2013),4394085
5098,2019-12-31,EU-27 (bis 30.06.2013),4467605
5099,2020-12-31,EU-27 (bis 30.06.2013),4560435
5100,2021-12-31,EU-27 (bis 30.06.2013),4635825
5101,2022-12-31,EU-27 (bis 30.06.2013),4712800
5102,2023-12-31,EU-27 (bis 30.06.2013),4763715
5103,2024-12-31,EU-27 (bis 30.06.2013),4705765
5104,1967-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5105,1968-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5106,1969-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5107,1970-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5108,1971-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5109,1972-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5110,1973-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5111,1974-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5112,1975-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5113,1976-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5114,1977-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5115,1978-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5116,1979-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5117,1980-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5118,1981-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5119,1982-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5120,1983-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5121,1984-09-30,Drittstaaten zu EU-27 (bis 30.06.2013),0
5122,1985-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),0
5123,1986-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),0
5124,1987-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),0
5125,1988-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),0
5126,1989-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),0
5127,1990-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),0
5128,1991-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),3679356
5129,1992-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4132630
5130,1993-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4498442
5131,1994-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4627476
5132,1995-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4790752
5133,1996-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4909087
5134,1997-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4959616
5135,1998-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4916120
5136,1999-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4924444
5137,2000-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4842525
5138,2001-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4848535
5139,2002-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4857843
5140,2003-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4854371
5141,2004-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4496573
5142,2005-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4498966
5143,2006-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4455233
5144,2007-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4407645
5145,2008-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4366159
5146,2009-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4326868
5147,2010-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4310291
5148,2011-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4331706
5149,2012-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4388268
5150,2013-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4507667
5151,2014-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),4743921
5152,2015-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),5392609
5153,2016-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),6091915
5154,2017-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),6290550
5155,2018-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),6521370
5156,2019-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),6760695
5157,2020-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),6872025
5158,2021-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),7181965
5159,2022-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),8671110
5160,2023-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),9132150
5161,2024-12-31,Drittstaaten zu EU-27 (bis 30.06.2013),9355875
5162,1967-09-30,EU-25 (bis 31.12.2006),0
5163,1968-09-30,EU-25 (bis 31.12.2006),0
5164,1969-09-30,EU-25 (bis 31.12.2006),0
5165,1970-09-30,EU-25 (bis 31.12.2006),0
5166,1971-09-30,EU-25 (bis 31.12.2006),0
5167,1972-09-30,EU-25 (bis 31.12.2006),0
5168,1973-09-30,EU-25 (bis 31.12.2006),0
5169,1974-09-30,EU-25 (bis 31.12.2006),0
5170,1975-09-30,EU-25 (bis 31.12.2006),0
5171,1976-09-30,EU-25 (bis 31.12.2006),0
5172,1977-09-30,EU-25 (bis 31.12.2006),0
5173,1978-09-30,EU-25 (bis 31.12.2006),0
5174,1979-09-30,EU-25 (bis 31.12.2006),0
5175,1980-09-30,EU-25 (bis 31.12.2006),0
5176,1981-09-30,EU-25 (bis 31.12.2006),0
5177,1982-09-30,EU-25 (bis 31.12.2006),0
5178,1983-09-30,EU-25 (bis 31.12.2006),0
5179,1984-09-30,EU-25 (bis 31.12.2006),0
5180,1985-12-31,EU-25 (bis 31.12.2006),0
5181,1986-12-31,EU-25 (bis 31.12.2006),0
5182,1987-12-31,EU-25 (bis 31.12.2006),0
5183,1988-12-31,EU-25 (bis 31.12.2006),0
5184,1989-12-31,EU-25 (bis 31.12.2006),0
5185,1990-12-31,EU-25 (bis 31.12.2006),0
5186,1991-12-31,EU-25 (bis 31.12.2006),2078149
5187,1992-12-31,EU-25 (bis 31.12.2006),2136741
5188,1993-12-31,EU-25 (bis 31.12.2006),2160389
5189,1994-12-31,EU-25 (bis 31.12.2006),2192325
5190,1995-12-31,EU-25 (bis 31.12.2006),2235011
5191,1996-12-31,EU-25 (bis 31.12.2006),2268217
5192,1997-12-31,EU-25 (bis 31.12.2006),2276564
5193,1998-12-31,EU-25 (bis 31.12.2006),2282108
5194,1999-12-31,EU-25 (bis 31.12.2006),2299353
5195,2000-12-31,EU-25 (bis 31.12.2006),2329839
5196,2001-12-31,EU-25 (bis 31.12.2006),2343848
5197,2002-12-31,EU-25 (bis 31.12.2006),2346651
5198,2003-12-31,EU-25 (bis 31.12.2006),2346990
5199,2004-12-31,EU-25 (bis 31.12.2006),2108010
5200,2005-12-31,EU-25 (bis 31.12.2006),2144648
5201,2006-12-31,EU-25 (bis 31.12.2006),2183365
5202,2007-12-31,EU-25 (bis 31.12.2006),2205832
5203,2008-12-31,EU-25 (bis 31.12.2006),2213149
5204,2009-12-31,EU-25 (bis 31.12.2006),2201074
5205,2010-12-31,EU-25 (bis 31.12.2006),2241925
5206,2011-12-31,EU-25 (bis 31.12.2006),2346079
