Stichtag,Bundesland,Geschlecht,Ländergruppierungen_Code,Ländergruppierungen_Label,Anzahl,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),166480,Ausländer
2024-12-31,Bayern,männlich,ASIEN,Asien,238940,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,27225,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),150775,Ausländer
2024-12-31,Berlin,männlich,AFRIKAZENTR,Zentralafrika,3040,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),1920,Ausländer
2024-12-31,Berlin,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,63020,Ausländer
2024-12-31,Sachsen,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,55460,Ausländer
2024-12-31,Sachsen,weiblich,AFRIKAZENTR,Zentralafrika,685,Ausländer
2024-12-31,Niedersachsen,weiblich,AMERIKA,Amerika,14110,Ausländer
2024-12-31,Baden-Württemberg,männlich,AMERIKASUD,Südamerika,7700,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AFRIKASUED,Südafrika,185,Ausländer
2024-12-31,Brandenburg,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),70755,Ausländer
2024-12-31,Bremen,weiblich,ASIENOST2,Ost- und Zentralasien,3850,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),2205,Ausländer
2024-12-31,Berlin,männlich,,Insgesamt,513890,Ausländer
2024-12-31,Baden-Württemberg,weiblich,LDR-GASTARB,Gastarbeiterländer,444465,Ausländer
2024-12-31,Thüringen,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),19070,Ausländer
2024-12-31,Bremen,männlich,ASIENSUED2,Süd- und Südostasien,3585,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,AMERIKANORD,Nordamerika,330,Ausländer
2024-12-31,Hamburg,weiblich,LDR-GASTARB,Gastarbeiterländer,50365,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),11560,Ausländer
2024-12-31,Baden-Württemberg,männlich,AUSTRALIEN,Australien und Ozeanien,1195,Ausländer
2024-12-31,Saarland,männlich,AFRIKANORD,Nordafrika,1340,Ausländer
2024-12-31,Thüringen,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),30825,Ausländer
2024-12-31,Bremen,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),6510,Ausländer
2024-12-31,Saarland,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,14090,Ausländer
2024-12-31,Niedersachsen,männlich,AFRIKASUED,Südafrika,1250,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,160060,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),192175,Ausländer
2024-12-31,Sachsen,männlich,AFRIKAZENTR,Zentralafrika,960,Ausländer
2024-12-31,Niedersachsen,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),27715,Ausländer
2024-12-31,Hamburg,weiblich,AUSTRALIEN,Australien und Ozeanien,465,Ausländer
2024-12-31,Hessen,männlich,AFRIKAWEST,Westafrika,6410,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,ASIENOST2,Ost- und Zentralasien,73445,Ausländer
2024-12-31,Bayern,weiblich,ASIENSUED2,Süd- und Südostasien,63715,Ausländer
2024-12-31,Thüringen,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),30205,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,30860,Ausländer
2024-12-31,Schleswig-Holstein,männlich,,Insgesamt,183790,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AFRIKAZENTR,Zentralafrika,4505,Ausländer
2024-12-31,Bayern,weiblich,AUSTRALIEN,Australien und Ozeanien,1390,Ausländer
2024-12-31,Brandenburg,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,340,Ausländer
2024-12-31,Hamburg,männlich,AMERIKA,Amerika,7705,Ausländer
2024-12-31,Saarland,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),30650,Ausländer
2024-12-31,Bremen,männlich,AMERIKANORD,Nordamerika,660,Ausländer
2024-12-31,Bayern,männlich,AFRIKASUED,Südafrika,1780,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),137660,Ausländer
2024-12-31,Berlin,weiblich,AFRIKANORD,Nordafrika,7180,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,AFRIKASUED,Südafrika,135,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AFRIKAWEST,Westafrika,1970,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AMERIKANORD,Nordamerika,325,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,5665,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),882635,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),163520,Ausländer
2024-12-31,Bremen,männlich,ASIENOST2,Ost- und Zentralasien,5040,Ausländer
2024-12-31,Thüringen,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),81775,Ausländer
2024-12-31,Thüringen,männlich,AMERIKANORD,Nordamerika,450,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),908495,Ausländer
2024-12-31,Bremen,männlich,ASIENVOR,Vorderasien,14685,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AMERIKA,Amerika,1080,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,AFRIKAZENTR,Zentralafrika,7160,Ausländer
2024-12-31,Brandenburg,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),27145,Ausländer
2024-12-31,Niedersachsen,weiblich,AMERIKASUD,Südamerika,8865,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),1408960,Ausländer
2024-12-31,Saarland,weiblich,ASIENOST2,Ost- und Zentralasien,2230,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),155100,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),16285,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AMERIKANORD,Nordamerika,1245,Ausländer
2024-12-31,Hessen,weiblich,AFRIKAWEST,Westafrika,4865,Ausländer
2024-12-31,Brandenburg,männlich,ASIEN,Asien,36830,Ausländer
2024-12-31,Saarland,männlich,ASIENOST2,Ost- und Zentralasien,2555,Ausländer
2024-12-31,Hamburg,weiblich,AFRIKAOST,Ostafrika,2945,Ausländer
2024-12-31,Brandenburg,weiblich,AFRIKA,Afrika,5920,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),408405,Ausländer
2024-12-31,Berlin,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,3325,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),156070,Ausländer
2024-12-31,Bremen,weiblich,AFRIKANORD,Nordafrika,1130,Ausländer
2024-12-31,Schleswig-Holstein,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),57185,Ausländer
2024-12-31,Saarland,weiblich,ASIENVOR,Vorderasien,16255,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AFRIKA,Afrika,3945,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AFRIKAWEST,Westafrika,1315,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AMERIKASUD,Südamerika,465,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),20880,Ausländer
2024-12-31,Sachsen,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,865,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),159390,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AFRIKA,Afrika,8780,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AMERIKANORD,Nordamerika,5445,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),140410,Ausländer
2024-12-31,Niedersachsen,männlich,AUSTRALIEN,Australien und Ozeanien,530,Ausländer
2024-12-31,Saarland,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),14610,Ausländer
2024-12-31,Saarland,weiblich,ASIEN,Asien,21725,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),141770,Ausländer
2024-12-31,Bayern,männlich,,Insgesamt,1268920,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),51755,Ausländer
2024-12-31,Saarland,weiblich,AMERIKA,Amerika,1345,Ausländer
2024-12-31,Schleswig-Holstein,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),177715,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),346800,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),2975,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),523555,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,ASIEN,Asien,58840,Ausländer
2024-12-31,Hessen,weiblich,AFRIKAOST,Ostafrika,20605,Ausländer
2024-12-31,Hessen,männlich,AFRIKAOST,Ostafrika,23185,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),27110,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AUSTRALIEN,Australien und Ozeanien,65,Ausländer
2024-12-31,Bremen,weiblich,ASIENVOR,Vorderasien,11490,Ausländer
2024-12-31,Hessen,männlich,LDR-GASTARB,Gastarbeiterländer,263860,Ausländer
2024-12-31,Bremen,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),3270,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),1061720,Ausländer
2024-12-31,Berlin,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),390285,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),64645,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),833145,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),34410,Ausländer
2024-12-31,Thüringen,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,140,Ausländer
2024-12-31,Saarland,weiblich,AFRIKA,Afrika,2760,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),511800,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),33820,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),210195,Ausländer
2024-12-31,Hessen,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),597135,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,AMERIKASUD,Südamerika,635,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),3650,Ausländer
2024-12-31,Thüringen,weiblich,AFRIKA,Afrika,3460,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AFRIKAWEST,Westafrika,630,Ausländer
2024-12-31,Bayern,männlich,AMERIKASUD,Südamerika,10425,Ausländer
2024-12-31,Bremen,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),5405,Ausländer
2024-12-31,Thüringen,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),30535,Ausländer
2024-12-31,Sachsen,weiblich,,Insgesamt,165380,Ausländer
2024-12-31,Saarland,männlich,AMERIKANORD,Nordamerika,535,Ausländer
2024-12-31,Niedersachsen,männlich,LDR-GASTARB,Gastarbeiterländer,137350,Ausländer
2024-12-31,Sachsen,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,535,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AFRIKAWEST,Westafrika,2790,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),26135,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),149235,Ausländer
2024-12-31,Thüringen,weiblich,AFRIKANORD,Nordafrika,1220,Ausländer
2024-12-31,Sachsen,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),55990,Ausländer
2024-12-31,Saarland,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),68355,Ausländer
2024-12-31,Bayern,männlich,AUSTRALIEN,Australien und Ozeanien,1715,Ausländer
2024-12-31,Saarland,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,180,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,AUSTRALIEN,Australien und Ozeanien,35,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),440115,Ausländer
2024-12-31,Brandenburg,männlich,LDR-GASTARB,Gastarbeiterländer,13175,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),506800,Ausländer
2024-12-31,Thüringen,männlich,,Insgesamt,102890,Ausländer
2024-12-31,Niedersachsen,männlich,AMERIKAMIT2,Mittelamerika und Karibik,1710,Ausländer
2024-12-31,Bayern,männlich,LDR-GASTARB,Gastarbeiterländer,449970,Ausländer
2024-12-31,Baden-Württemberg,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),126305,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),413710,Ausländer
2024-12-31,Bayern,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),1110540,Ausländer
2024-12-31,Brandenburg,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),95735,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,255,Ausländer
2024-12-31,Thüringen,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),100390,Ausländer
2024-12-31,Bayern,weiblich,AMERIKASUD,Südamerika,16215,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AMERIKAMIT2,Mittelamerika und Karibik,325,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),181190,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),648385,Ausländer
2024-12-31,Brandenburg,männlich,AMERIKAMIT2,Mittelamerika und Karibik,415,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),116365,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),560260,Ausländer
2024-12-31,Bremen,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),6045,Ausländer
2024-12-31,Bayern,männlich,AMERIKAMIT2,Mittelamerika und Karibik,4485,Ausländer
2024-12-31,Bayern,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),1065595,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),501075,Ausländer
2024-12-31,Hessen,männlich,AMERIKAMIT2,Mittelamerika und Karibik,1925,Ausländer
2024-12-31,Brandenburg,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),70420,Ausländer
2024-12-31,Niedersachsen,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),402305,Ausländer
2024-12-31,Hessen,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),588915,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,370,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),710270,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),589095,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AFRIKANORD,Nordafrika,44050,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AFRIKAWEST,Westafrika,1945,Ausländer
2024-12-31,Berlin,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,10820,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,LDR-GASTARB,Gastarbeiterländer,13260,Ausländer
2024-12-31,Hessen,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),620685,Ausländer
2024-12-31,Sachsen,männlich,ASIENOST2,Ost- und Zentralasien,15550,Ausländer
2024-12-31,Bayern,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),1133140,Ausländer
2024-12-31,Thüringen,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),82240,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AFRIKAZENTR,Zentralafrika,80,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,11200,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AFRIKASUED,Südafrika,435,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AFRIKAZENTR,Zentralafrika,7555,Ausländer
2024-12-31,Thüringen,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,1585,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),2160,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),1502760,Ausländer
2024-12-31,Niedersachsen,weiblich,AFRIKANORD,Nordafrika,6305,Ausländer
2024-12-31,Schleswig-Holstein,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,4160,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),35575,Ausländer
2024-12-31,Berlin,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),60415,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AMERIKA,Amerika,3885,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,ASIEN,Asien,342485,Ausländer
2024-12-31,Baden-Württemberg,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,2835,Ausländer
2024-12-31,Niedersachsen,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,2925,Ausländer
2024-12-31,Saarland,weiblich,AFRIKANORD,Nordafrika,990,Ausländer
2024-12-31,Berlin,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,34735,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),48065,Ausländer
2024-12-31,Hamburg,weiblich,ASIENSUED2,Süd- und Südostasien,11435,Ausländer
2024-12-31,Thüringen,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),82905,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AFRIKA,Afrika,39240,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),15690,Ausländer
2024-12-31,Hamburg,männlich,AFRIKAZENTR,Zentralafrika,550,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),73415,Ausländer
2024-12-31,Thüringen,weiblich,AFRIKAZENTR,Zentralafrika,165,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),1451605,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),45050,Ausländer
2024-12-31,Thüringen,weiblich,,Insgesamt,84875,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),55960,Ausländer
2024-12-31,Bremen,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,3485,Ausländer
2024-12-31,Baden-Württemberg,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),945495,Ausländer
2024-12-31,Niedersachsen,weiblich,LDR-GASTARB,Gastarbeiterländer,116945,Ausländer
2024-12-31,Hessen,männlich,AFRIKANORD,Nordafrika,17370,Ausländer
2024-12-31,Saarland,weiblich,AFRIKAZENTR,Zentralafrika,355,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),1815,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AFRIKAOST,Ostafrika,19700,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),15425,Ausländer
2024-12-31,Thüringen,männlich,AMERIKASUD,Südamerika,600,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),49475,Ausländer
2024-12-31,Bremen,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),3120,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),366080,Ausländer
2024-12-31,Saarland,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),17290,Ausländer
2024-12-31,Brandenburg,männlich,AMERIKA,Amerika,2295,Ausländer
2024-12-31,Thüringen,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),61560,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,ASIENOST2,Ost- und Zentralasien,5155,Ausländer
2024-12-31,Hessen,weiblich,ASIEN,Asien,137155,Ausländer
2024-12-31,Hamburg,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),188150,Ausländer
2024-12-31,Hamburg,männlich,AUSTRALIEN,Australien und Ozeanien,635,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,,Insgesamt,295695,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),680080,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,ASIEN,Asien,14555,Ausländer
2024-12-31,Baden-Württemberg,männlich,AFRIKAWEST,Westafrika,22410,Ausländer
2024-12-31,Bremen,weiblich,ASIEN,Asien,18915,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),784775,Ausländer
2024-12-31,Brandenburg,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),110535,Ausländer
2024-12-31,Baden-Württemberg,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),974675,Ausländer
2024-12-31,Thüringen,männlich,AFRIKA,Afrika,6085,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),12420,Ausländer
2024-12-31,Sachsen,weiblich,AFRIKASUED,Südafrika,275,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),55455,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),573795,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),64885,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AFRIKASUED,Südafrika,250,Ausländer
2024-12-31,Schleswig-Holstein,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),6070,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AUSTRALIEN,Australien und Ozeanien,920,Ausländer
2024-12-31,Brandenburg,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,1650,Ausländer
2024-12-31,Baden-Württemberg,männlich,EUROPA,Europa,858150,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AMERIKASUD,Südamerika,515,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),1212715,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),94290,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AFRIKA,Afrika,111410,Ausländer
2024-12-31,Schleswig-Holstein,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),56130,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,AFRIKAWEST,Westafrika,27740,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),502450,Ausländer
2024-12-31,Sachsen,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,2775,Ausländer
2024-12-31,Berlin,männlich,AMERIKAMIT2,Mittelamerika und Karibik,3190,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),261380,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,855,Ausländer
2024-12-31,Berlin,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),49155,Ausländer
2024-12-31,Baden-Württemberg,weiblich,ASIENOST2,Ost- und Zentralasien,41675,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),85975,Ausländer
2024-12-31,Hamburg,weiblich,AFRIKASUED,Südafrika,525,Ausländer
2024-12-31,Berlin,weiblich,EUROPA,Europa,307935,Ausländer
2024-12-31,Brandenburg,männlich,AFRIKAOST,Ostafrika,3075,Ausländer
2024-12-31,Brandenburg,weiblich,ASIEN,Asien,25425,Ausländer
2024-12-31,Thüringen,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,28575,Ausländer
2024-12-31,Niedersachsen,weiblich,ASIENOST2,Ost- und Zentralasien,23855,Ausländer
2024-12-31,Brandenburg,weiblich,AFRIKAWEST,Westafrika,795,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),1087765,Ausländer
